"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","株価騰落【率】(%)","時価総額(百万円)","出来高増加率(倍)"
"6376","日機装","東P","1826","+23.0(+1.28%)","1,826.0","1.28","126,315","1.63"
"6378","木村化工機","東S","1293","+16.0(+1.25%)","1,293.0","1.25","26,636","0.74"
"6379","レイズネクスト","東P","2559","+29.0(+1.15%)","2,559.0","1.15","138,616","1.48"
"6380","オリエンタルチエン工業","東S","3710","+190.0(+5.40%)","3,710.0","5.40","5,443","1.05"
"6381","アネスト岩田","東P","1705","+13.0(+0.77%)","1,705.0","0.77","71,176","0.79"
"6382","トリニティ工業","東S","1371","+3.0(+0.22%)","1,371.0","0.22","24,980","2.14"
"6383","ダイフク","東P","5526.0","-10.0(-0.18%)","5,526.0","-0.18","2,098,942","0.94"
"6384","昭和真空","東S","1598","-10.0(-0.62%)","1,598.0","-0.62","10,385","0.80"
"6387","サムコ","東P","4905","-15.0(-0.30%)","4,905.0","-0.30","39,450","0.64"
"6390","加藤製作所","東P","1381","+1.0(+0.07%)","1,381.0","0.07","16,218","0.61"
"6391","加地テック","東S","3765","+5.0(+0.13%)","3,765.0","0.13","6,468","0.29"
"6392","ヤマダコーポレーション","東S","6810","-40.0(-0.58%)","6,810.0","-0.58","16,344","0.18"
"6393","油研工業","東S","3310","-25.0(-0.75%)","3,310.0","-0.75","14,930","1.14"
"6395","タダノ","東P","1168","+4.0(+0.34%)","1,168.0","0.34","151,256","0.89"
"6400","不二精機","東S","298","+4.0(+1.36%)","298.0","1.36","2,698","0.76"
"6402","兼松エンジニアリング","東S","1701","+1.0(+0.06%)","1,701.0","0.06","9,464","0.56"
"6403","水道機工","東S","3510","-90.0(-2.50%)","3,510.0","-2.50","15,079","0.67"
"6405","鈴茂器工","東S","1440","+54.0(+3.90%)","1,440.0","3.90","18,662","1.70"
"6406","フジテック","東P","5664.0","+0.0(+0.00%)","5,664.0","0.00","446,890","2.04"
"6407","ＣＫＤ","東P","4045","+45.0(+1.13%)","4,045.0","1.13","274,694","1.44"
"6412","平和","東P","2064","+3.0(+0.15%)","2,064.0","0.15","206,006","2.05"
"6413","理想科学工業","東P","1264","-7.0(-0.55%)","1,264.0","-0.55","91,008","0.89"
"6417","ＳＡＮＫＹＯ","東P","2470.0","+21.5(+0.88%)","2,470.0","0.88","642,200","0.77"
"6418","日本金銭機械","東P","1035","+1.0(+0.10%)","1,035.0","0.10","30,711","1.45"
"6419","マースグループＨＬＤＧ","東P","3335","+35.0(+1.06%)","3,335.0","1.06","75,771","2.57"
"6420","ガリレイ","東P","3935","+50.0(+1.29%)","3,935.0","1.29","173,661","0.67"
"6424","高見沢サイバネティックス","東S","959","+7.0(+0.74%)","959.0","0.74","4,339","0.29"
"6425","ユニバーサルエンターテインメン","東S","830","+22.0(+2.72%)","830.0","2.72","66,562","0.91"
"6428","オーイズミ","東S","342","+1.0(+0.29%)","342.0","0.29","7,695","0.50"
"6430","ダイコク電機","東P","2906","+41.0(+1.43%)","2,906.0","1.43","43,062","0.88"
"6432","竹内製作所","東P","6500","-50.0(-0.76%)","6,500.0","-0.76","318,494","0.84"
"6433","ヒーハイスト","東S","900","+12.0(+1.35%)","900.0","1.35","5,685","0.62"
"6436","アマノ","東P","4160.0","-6.0(-0.14%)","4,160.0","-0.14","295,802","1.25"
"6439","中日本鋳工","名M","411","-4.0(-0.96%)","411.0","-0.96","948","0.11"
"6440","ＪＵＫＩ","東P","549","+14.0(+2.62%)","549.0","2.62","16,401","1.34"
"6444","サンデン","東S","148","+4.0(+2.78%)","148.0","2.78","16,531","1.81"
"6445","ジャノメ","東P","1230","+3.0(+0.24%)","1,230.0","0.24","22,274","1.19"
"6448","ブラザー工業","東P","3234.0","+19.0(+0.59%)","3,234.0","0.59","833,583","1.06"
"6454","マックス","東P","6660","-60.0(-0.89%)","6,660.0","-0.89","309,939","0.88"
"6455","モリタＨＬＤＧ","東P","2929","+28.0(+0.97%)","2,929.0","0.97","137,424","0.65"
"6457","グローリー","東P","4135.0","-63.0(-1.50%)","4,135.0","-1.50","243,709","0.96"
"6458","新晃工業","東P","1514","-6.0(-0.39%)","1,514.0","-0.39","109,830","0.85"
"6459","大和冷機工業","東P","1610","+18.0(+1.13%)","1,610.0","1.13","83,265","1.45"
"6460","セガサミーＨＬＤＧ","東P","2452.5","+58.5(+2.44%)","2,452.5","2.44","542,565","1.38"
"6463","ＴＰＲ","東P","1386","-3.0(-0.22%)","1,386.0","-0.22","95,080","1.09"
"6464","ツバキ・ナカシマ","東P","367","+4.0(+1.10%)","367.0","1.10","15,267","0.58"
"6465","ホシザキ","東P","5210.0","+24.0(+0.46%)","5,210.0","0.46","754,877","0.72"
"6466","ＴＶＥ","東S","2922","-40.0(-1.35%)","2,922.0","-1.35","7,193","0.50"
"6467","ニチダイ","東S","350","-2.0(-0.57%)","350.0","-0.57","3,169","0.71"
"6469","放電精密加工研究所","東S","3105","-30.0(-0.96%)","3,105.0","-0.96","34,012","0.61"
"6470","大豊工業","東S","876","+7.0(+0.81%)","876.0","0.81","25,555","1.13"
"6471","日本精工","東P","1111.0","+2.0(+0.18%)","1,111.0","0.18","555,500","0.91"
"6472","ＮＴＮ","東P","382.6","+0.1(+0.03%)","382.6","0.03","228,616","0.72"
"6473","ジェイテクト","東P","1901.5","+6.0(+0.32%)","1,901.5","0.32","605,833","0.67"
"6474","不二越","東P","5160","+175.0(+3.51%)","5,160.0","3.51","128,584","2.18"
"6479","ミネベアミツミ","東P","3354.0","-19.0(-0.56%)","3,354.0","-0.56","1,432,428","0.73"
"6480","日本トムソン","東P","916","+9.0(+0.99%)","916.0","0.99","67,327","0.79"
"6481","ＴＨＫ","東P","4374.0","+47.0(+1.09%)","4,374.0","1.09","520,943","1.05"
"6482","ＹＵＳＨＩＮ","東S","741","-15.0(-1.98%)","741.0","-1.98","26,408","0.65"
"6484","ＫＶＫ","東S","2530","+7.0(+0.28%)","2,530.0","0.28","21,055","2.20"
"6485","前澤給装工業","東S","1700","-6.0(-0.35%)","1,700.0","-0.35","36,550","1.50"
"6486","イーグル工業","東P","3255","-125.0(-3.70%)","3,255.0","-3.70","161,962","1.29"
"6488","ヨシタケ","東S","1042","+0.0(+0.00%)","1,042.0","0.00","13,886","1.34"
"6489","前澤工業","東S","2193","-22.0(-0.99%)","2,193.0","-0.99","45,593","0.91"
"6490","ＰＩＬＬＡＲ","東P","6160","+80.0(+1.32%)","6,160.0","1.32","154,261","0.76"
"6492","岡野バルブ製造","東S","7430","-80.0(-1.07%)","7,430.0","-1.07","13,322","0.77"
"6493","ＮＩＴＴＡＮ","東S","806","+20.0(+2.54%)","806.0","2.54","23,357","0.87"
"6494","ＮＦＫ　ＨＬＤＧ","東S","136","+0.0(+0.00%)","136.0","0.00","6,629","1.16"
"6495","宮入バルブ製作所","東S","163","-2.0(-1.21%)","163.0","-1.21","7,963","0.67"
"6496","中北製作所","東S","6860","-60.0(-0.87%)","6,860.0","-0.87","26,293","0.38"
"6497","ハマイ","東S","1254","-6.0(-0.48%)","1,254.0","-0.48","9,310","0.32"
"6498","キッツ","東P","1966","+1.0(+0.05%)","1,966.0","0.05","172,154","0.93"
"6501","日立製作所","東P","5299.0","+35.0(+0.66%)","5,299.0","0.66","24,277,692","1.39"
"6503","三菱電機","東P","4966.0","-13.0(-0.26%)","4,966.0","-0.26","10,494,161","1.03"
"6504","富士電機","東P","11505.0","+315.0(+2.82%)","11,505.0","2.82","1,717,662","0.82"
"6505","東洋電機製造","東S","2010","-12.0(-0.59%)","2,010.0","-0.59","19,567","0.77"
"6506","安川電機","東P","5140.0","-15.0(-0.29%)","5,140.0","-0.29","1,370,789","0.92"
"6507","シンフォニア　テクノロジー","東P","10770","-290.0(-2.62%)","10,770.0","-2.62","320,829","1.02"
"6508","明電舎","東P","6250","+160.0(+2.63%)","6,250.0","2.63","284,547","1.88"
"6513","オリジン","東S","1089","-7.0(-0.64%)","1,089.0","-0.64","7,296","0.68"
"6516","山洋電気","東P","4345","-25.0(-0.57%)","4,345.0","-0.57","169,092","0.70"
"6517","デンヨー","東P","3695","+30.0(+0.82%)","3,695.0","0.82","80,771","1.74"
"6518","三相電機","東S","1044","-11.0(-1.04%)","1,044.0","-1.04","4,884","1.12"
"6521","オキサイド","東G","1820","+36.0(+2.02%)","1,820.0","2.02","21,045","0.81"
"6522","アスタリスク","東G","418","-2.0(-0.48%)","418.0","-0.48","3,259","0.46"
"6523","ＰＨＣＨＬＤＧ","東P","1169","+16.0(+1.39%)","1,169.0","1.39","148,138","1.12"
"6524","湖北工業","東S","3080","+5.0(+0.16%)","3,080.0","0.16","80,080","1.99"
"6525","ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩ","東P","6615.0","-186.0(-2.73%)","6,615.0","-2.73","1,575,135","0.50"
"6526","ソシオネクスト","東P","2374.0","+13.5(+0.57%)","2,374.0","0.57","427,211","0.85"
"6532","ベイカレント","東P","6065.0","-78.0(-1.27%)","6,065.0","-1.27","942,570","0.92"
"6533","Ｏｒｃｈｅｓｔｒａ　ＨＬＤＧ","東P","1199","+28.0(+2.39%)","1,199.0","2.39","12,031","0.97"
"6535","アイモバイル","東P","521","+8.0(+1.56%)","521.0","1.56","30,295","0.90"
"6537","ＷＡＳＨハウス","東G","369","+9.0(+2.50%)","369.0","2.50","2,555","1.85"
"6538","ディスラプターズ","東S","359","+6.0(+1.70%)","359.0","1.70","7,538","2.17"
"6539","ＭＳ―Ｊａｐａｎ","東P","1054","+5.0(+0.48%)","1,054.0","0.48","26,346","0.80"
"6540","船場","東S","1878","+20.0(+1.08%)","1,878.0","1.08","20,183","1.05"
"6543","日宣","東S","1278","+4.0(+0.31%)","1,278.0","0.31","5,315","0.49"
"6544","ジャパンエレベーターサービスＨ","東P","1660.0","-20.0(-1.19%)","1,660.0","-1.19","296,781","1.05"
"6545","インターネットインフィニティー","東G","701","+11.0(+1.59%)","701.0","1.59","3,805","0.56"
"6546","フルテック","東S","1190","+12.0(+1.02%)","1,190.0","1.02","6,388","1.34"
"6547","グリーンズ","東S","2265","+79.0(+3.61%)","2,265.0","3.61","31,434","1.37"
"6548","旅工房","東G","151","+1.0(+0.67%)","151.0","0.67","2,990","3.61"
"6549","ディーエムソリューションズ","東S","1609","+10.0(+0.63%)","1,609.0","0.63","4,587","4.50"
"6551","ツナググループＨＬＤＧ","東S","784","+54.0(+7.40%)","784.0","7.40","6,815","8.76"
"6552","ＧａｍｅＷｉｔｈ","東S","183","-2.0(-1.08%)","183.0","-1.08","3,358","1.41"
"6554","エスユーエス","東G","1197","+13.0(+1.10%)","1,197.0","1.10","10,818","0.79"
"6555","ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ","東S","425","+5.0(+1.19%)","425.0","1.19","1,954","0.37"
"6557","ＡＩＡＩグループ","東G","1422","-4.0(-0.28%)","1,422.0","-0.28","9,452","1.96"
"6558","クックビズ","東G","868","+49.0(+5.98%)","868.0","5.98","2,426","2.42"
"6560","エル・ティー・エス","東P","2133","-17.0(-0.79%)","2,133.0","-0.79","10,079","1.03"
"6561","ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ","東G","911","-8.0(-0.87%)","911.0","-0.87","11,538","0.75"
"6562","ジーニー","東G","1091","+10.0(+0.93%)","1,091.0","0.93","19,700","0.55"
"6563","みらいワークス","東G","650","+0.0(+0.00%)","650.0","0.00","3,521","1.09"
"6564","ミダックＨＬＤＧ","東P","1984","-3.0(-0.15%)","1,984.0","-0.15","55,103","1.28"
"6565","ＡＢホテル","東S","1625","+5.0(+0.31%)","1,625.0","0.31","23,036","0.54"
"6566","要興業","東S","1454","+0.0(+0.00%)","1,454.0","0.00","23,077","1.11"
"6568","神戸天然物化学","東G","1263","-6.0(-0.47%)","1,263.0","-0.47","9,826","0.50"
"6570","共和コーポレーション","東S","1238","-4.0(-0.32%)","1,238.0","-0.32","7,527","0.56"
"6571","キュービーネットＨＬＤＧ","東P","1381","-2.0(-0.14%)","1,381.0","-0.14","18,325","2.16"
"6572","オープングループ","東P","272","-2.0(-0.73%)","272.0","-0.73","17,156","1.65"
"6573","ＣＲＡＶＩＡ","東G","82","+0.0(+0.00%)","82.0","0.00","2,762","1.69"
"6574","コンヴァノ","東G","129","+1.0(+0.78%)","129.0","0.78","65,681","0.70"
"6577","ベストワンドットコム","東G","1987","-12.0(-0.60%)","1,987.0","-0.60","3,030","2.20"
"6578","コレックＨＬＤＧ","東S","470","+0.0(+0.00%)","470.0","0.00","3,454","0.71"
"6579","ログリー","東G","317","+0.0(+0.00%)","317.0","0.00","1,206","0.39"
"6580","ライトアップ","東G","2825","+55.0(+1.99%)","2,825.0","1.99","16,402","0.34"
"6584","三櫻工業","東P","880","-8.0(-0.90%)","880.0","-0.90","32,659","0.72"
"6586","マキタ","東P","4872.0","+26.0(+0.54%)","4,872.0","0.54","1,364,245","0.69"
"6588","東芝テック","東P","2994","+7.0(+0.23%)","2,994.0","0.23","172,542","1.04"
"6590","芝浦メカトロニクス","東P","27870","+210.0(+0.76%)","27,870.0","0.76","389,397","0.91"
"6592","マブチモーター","東P","1494.5","+11.0(+0.74%)","1,494.5","0.74","389,541","0.78"
"6594","ニデック","東P","2379","+36.0(+1.54%)","2,379.0","1.54","2,837,122","1.18"
"6597","ＨＰＣシステムズ","東G","2043","+53.0(+2.66%)","2,043.0","2.66","8,939","1.02"
"6599","エブレン","東S","2926","-24.0(-0.81%)","2,926.0","-0.81","4,494","2.54"
"6612","バルミューダ","東G","634","-1.0(-0.16%)","634.0","-0.16","5,406","0.55"
"6613","ＱＤレーザ","東G","428","-3.0(-0.70%)","428.0","-0.70","17,875","0.69"
"6614","シキノハイテック","東S","765","+8.0(+1.06%)","765.0","1.06","3,386","0.80"
"6615","ユー・エム・シー・エレクトロニ","東P","356","-3.0(-0.84%)","356.0","-0.84","10,067","0.54"
"6616","トレックス・セミコンダクター","東P","1560","-30.0(-1.89%)","1,560.0","-1.89","18,025","0.79"
"6617","東光高岳","東P","4485","+20.0(+0.45%)","4,485.0","0.45","72,999","1.47"
"6619","ダブル・スコープ","東P","163","-3.0(-1.81%)","163.0","-1.81","9,401","0.32"
"6620","宮越ＨＬＤＧ","東P","851","-11.0(-1.28%)","851.0","-1.28","34,053","1.44"
"6622","ダイヘン","東P","12060","+100.0(+0.84%)","12,060.0","0.84","303,952","0.89"
"6623","愛知電機","名P","7390","-10.0(-0.14%)","7,390.0","-0.14","70,205","0.82"
"6625","ＪＡＬＣＯ　ＨＬＤＧ","東S","406","+1.0(+0.25%)","406.0","0.25","47,591","1.31"
"6626","ＳＥＭＩＴＥＣ","東S","2425","+10.0(+0.41%)","2,425.0","0.41","27,576","0.60"
"6627","テラプローブ","東S","7450","-90.0(-1.19%)","7,450.0","-1.19","69,155","0.30"
"6629","テクノホライゾン","東S","1189","+56.0(+4.94%)","1,189.0","4.94","25,044","2.22"
"6630","ヤーマン","東P","704","+0.0(+0.00%)","704.0","0.00","41,078","1.12"
"6632","ＪＶＣケンウッド","東P","1290.0","-9.5(-0.73%)","1,290.0","-0.73","211,560","0.77"
"6633","ＣＧＳ　ＨＬＤＧ","東S","380","-4.0(-1.04%)","380.0","-1.04","3,725","1.71"
"6634","ネクスグループ","東S","131","-1.0(-0.76%)","131.0","-0.76","4,993","0.48"
"6635","大日光・エンジニアリング","東S","527","+7.0(+1.35%)","527.0","1.35","3,584","0.37"
"6637","寺崎電気産業","東S","4475","+15.0(+0.34%)","4,475.0","0.34","58,309","0.98"
"6638","ミマキエンジニアリング","東P","1775","+51.0(+2.96%)","1,775.0","2.96","56,871","1.51"
"6643","戸上電機製作所","東S","4635","+50.0(+1.09%)","4,635.0","1.09","22,227","0.88"
"6644","大崎電気工業","東P","1204","-5.0(-0.41%)","1,204.0","-0.41","56,488","0.97"
"6645","オムロン","東P","4007.0","+22.0(+0.55%)","4,007.0","0.55","826,423","0.55"
"6647","森尾電機","東S","2440","+1.0(+0.04%)","2,440.0","0.04","3,477","2.00"
"6648","かわでん","東S","2225","+23.0(+1.04%)","2,225.0","1.04","46,636","0.66"
"6651","日東工業","東P","4270","+20.0(+0.47%)","4,270.0","0.47","172,756","1.03"
"6652","ＩＤＥＣ","東P","2992","+4.0(+0.13%)","2,992.0","0.13","93,872","0.82"
"6653","正興電機製作所","東P","2253","-31.0(-1.36%)","2,253.0","-1.36","31,336","1.00"
"6654","不二電機工業","東S","1128","+1.0(+0.09%)","1,128.0","0.09","7,105","1.20"
"6655","東洋電機","名M","780","-13.0(-1.64%)","780.0","-1.64","3,662","1.60"
"6656","インスペック","東S","619","+1.0(+0.16%)","619.0","0.16","2,484","0.68"
"6658","シライ電子工業","東S","768","+17.0(+2.26%)","768.0","2.26","11,609","1.12"
"6659","メディアリンクス","東S","51","-2.0(-3.77%)","51.0","-3.77","3,712","0.97"
"6662","ユビテック","東S","255","+2.0(+0.79%)","255.0","0.79","3,772","2.62"
"6663","太洋テクノレックス","東S","296","+9.0(+3.14%)","296.0","3.14","1,774","1.89"
"6664","オプトエレクトロニクス","東S","330","+4.0(+1.23%)","330.0","1.23","4,950","0.81"
"6666","リバーエレテック","東S","455","+3.0(+0.66%)","455.0","0.66","3,955","1.15"
"6668","アドテックプラズマテクノロジー","東S","1476","+60.0(+4.24%)","1,476.0","4.24","12,673","2.20"
"6670","ＭＣＪ","東S","1654","+7.0(+0.43%)","1,654.0","0.43","168,335","0.70"
"6674","ジーエスユアサコーポレーション","東P","3783.0","+30.0(+0.80%)","3,783.0","0.80","379,989","1.13"
"6675","サクサ","東S","6500","+300.0(+4.84%)","6,500.0","4.84","40,592","1.22"
"6676","バッファロー","東S","4720","+50.0(+1.07%)","4,720.0","1.07","57,348","1.02"
"6677","エスケーエレクトロニクス","東S","3340","-10.0(-0.30%)","3,340.0","-0.30","37,970","0.42"
"6678","テクノメディカ","東S","2278","-33.0(-1.43%)","2,278.0","-1.43","19,955","1.57"
"6694","ズーム","東S","645","-8.0(-1.23%)","645.0","-1.23","2,964","0.37"
"6696","トラース・オン・プロダクト","東G","337","+1.0(+0.30%)","337.0","0.30","1,627","0.12"
"6699","ダイヤモンドエレクトリックＨＤ","東P","598","-8.0(-1.32%)","598.0","-1.32","5,569","0.57"
"6701","日本電気","東P","5835.0","+135.0(+2.37%)","5,835.0","2.37","7,960,393","0.89"
"6702","富士通","東P","4380.0","+45.0(+1.04%)","4,380.0","1.04","9,071,453","0.80"
"6703","沖電気工業","東P","2131","+3.0(+0.14%)","2,131.0","0.14","185,861","0.93"
"6706","電気興業","東P","2822","+77.0(+2.81%)","2,822.0","2.81","27,938","2.45"
"6707","サンケン電気","東P","6957.0","+107.0(+1.56%)","6,957.0","1.56","145,578","0.73"
"6718","アイホン","東P","3075","+30.0(+0.99%)","3,075.0","0.99","54,243","0.86"
"6721","ウインテスト","東S","118","+4.0(+3.51%)","118.0","3.51","6,330","0.39"
"6723","ルネサスエレクトロニクス","東P","2513.5","-4.0(-0.16%)","2,513.5","-0.16","4,701,791","0.77"
"6724","セイコーエプソン","東P","2056.5","+28.0(+1.38%)","2,056.5","1.38","768,253","1.03"
"6727","ワコム","東P","805","-1.0(-0.12%)","805.0","-0.12","108,675","1.18"
"6728","アルバック","東P","8311.0","-128.0(-1.52%)","8,311.0","-1.52","410,197","0.69"
"6730","アクセル","東S","1265","+1.0(+0.08%)","1,265.0","0.08","14,183","0.72"
"6731","ピクセラ","東S","53","+1.0(+1.92%)","53.0","1.92","5,428","0.60"
"6734","ニューテック","東S","2646","+1.0(+0.04%)","2,646.0","0.04","5,506","0.47"
"6736","サン電子","東S","8250","-20.0(-0.24%)","8,250.0","-0.24","198,064","0.49"
"6737","ＥＩＺＯ","東P","2369","+17.0(+0.72%)","2,369.0","0.72","100,282","0.90"
"6740","ジャパンディスプレイ","東P","23","+1.0(+4.55%)","23.0","4.55","89,249","0.76"
"6741","日本信号","東P","1382","-3.0(-0.22%)","1,382.0","-0.22","94,445","0.68"
"6742","京三製作所","東P","652","+7.0(+1.09%)","652.0","1.09","40,974","0.62"
"6743","大同信号","東S","806","-4.0(-0.49%)","806.0","-0.49","14,523","0.63"
"6744","能美防災","東P","4005","-20.0(-0.50%)","4,005.0","-0.50","243,635","0.72"
"6745","ホーチキ","東P","4905","-105.0(-2.10%)","4,905.0","-2.10","129,492","0.79"
"6748","星和電機","東S","874","-7.0(-0.79%)","874.0","-0.79","11,571","1.12"
"6750","エレコム","東P","1696","+3.0(+0.18%)","1,696.0","0.18","156,408","0.77"
"6752","パナソニック　ＨＬＤＧ","東P","2295.0","-9.0(-0.39%)","2,295.0","-0.39","5,633,137","0.99"
"6753","シャープ","東P","730.0","-15.0(-2.01%)","730.0","-2.01","474,800","1.27"
"6754","アンリツ","東P","2361.0","+7.0(+0.30%)","2,361.0","0.30","320,790","1.15"
"6757","ＯＳＧコーポレーション","東S","997","-1.0(-0.10%)","997.0","-0.10","5,484","0.70"
"6758","ソニーグループ","東P","3614.0","-17.0(-0.47%)","3,614.0","-0.47","22,225,417","1.41"
"6762","ＴＤＫ","東P","2000.0","+6.0(+0.30%)","2,000.0","0.30","3,887,720","1.00"
"6763","帝国通信工業","東P","2798","+122.0(+4.56%)","2,798.0","4.56","27,577","2.59"
